date,action,truth,reward
301,380.0221,tensor(34.4253),tensor(119437.1250)
97,449.1857,tensor(36.3303),tensor(170449.5625)
87,434.9253,tensor(119.3878),tensor(99563.9375)
193,419.2275,tensor(108.5784),tensor(96502.8672)
178,447.382,tensor(92.0669),tensor(126248.8359)
33,494.111,tensor(0.3245),tensor(243825.1406)
116,496.6627,tensor(204.4225),tensor(85404.3359)
172,500.0,tensor(59.9291),tensor(193662.4219)
277,500.0,tensor(73.2487),tensor(182116.6250)
350,500.0,tensor(41.3604),tensor(210350.2656)
168,500.0,tensor(225.2619),tensor(75481.0391)
364,500.0,tensor(20.5780),tensor(229845.4844)
327,500.0,tensor(3.2223),tensor(246788.0938)
242,500.0,tensor(180.7314),tensor(101932.4688)
99,477.4959,tensor(150.8718),tensor(106683.3359)
232,462.378,tensor(139.5115),tensor(104242.7656)
130,473.4484,tensor(76.4212),tensor(157630.5938)
282,500.0,tensor(148.1473),tensor(123800.2969)
64,468.0769,tensor(8.5749),tensor(211142.0938)
354,447.7765,tensor(13.7002),tensor(188422.2500)
170,444.8295,tensor(205.1701),tensor(57436.6250)
351,448.3844,tensor(12.5833),tensor(189922.6406)
269,432.4512,tensor(152.8938),tensor(78152.3594)
197,454.3282,tensor(73.3659),tensor(145132.2656)
244,491.562,tensor(168.5405),tensor(104342.9219)
190,500.0,tensor(219.5384),tensor(78658.7344)
321,499.5769,tensor(104.3448),tensor(156208.3750)
20,488.1327,tensor(19.0865),tensor(220004.3438)
138,491.9868,tensor(132.9588),tensor(128901.0703)
317,490.3003,tensor(314.2523),tensor(30992.9102)
80,500.0,tensor(67.0632),tensor(187434.2656)
209,448.2728,tensor(198.2561),tensor(62508.3477)
237,425.928,tensor(196.0839),tensor(52828.2969)
308,435.386,tensor(123.1182),tensor(97511.1953)
347,443.5577,tensor(19.6591),tensor(179690.0156)
136,466.8349,tensor(219.4958),tensor(61176.6445)
360,442.3312,tensor(63.3797),tensor(143604.2656)
304,443.7028,tensor(122.5132),tensor(103162.7422)
250,406.5388,tensor(143.1268),tensor(69385.8906)
241,398.1841,tensor(178.6171),tensor(48209.6680)
151,402.3559,tensor(178.8719),tensor(49945.1094)
60,400.8706,tensor(49.0276),tensor(123793.4844)
44,372.0905,tensor(35.2775),tensor(113443.0312)
311,380.8635,tensor(109.3978),tensor(73693.6094)
82,415.5364,tensor(181.1519),tensor(54936.0898)
344,422.0788,tensor(52.5496),tensor(136551.8125)
22,436.7218,tensor(16.2526),tensor(176794.3281)
203,435.5699,tensor(177.6935),tensor(66500.2109)
137,428.7434,tensor(180.3570),tensor(61695.7891)
296,426.1952,tensor(15.5741),tensor(168609.7344)
41,425.0323,tensor(108.7159),tensor(100056.0703)
289,463.3795,tensor(75.5544),tensor(150408.2656)
145,500.0,tensor(176.6831),tensor(104533.8359)
205,483.1793,tensor(203.9363),tensor(77976.6562)
306,456.37,tensor(28.3837),tensor(183172.2656)
280,432.7232,tensor(135.1929),tensor(88524.2656)
266,426.1379,tensor(150.4762),tensor(75989.3984)
342,442.5041,tensor(35.9757),tensor(165265.3281)
234,451.377,tensor(123.3338),tensor(107612.3672)
334,457.4105,tensor(66.3347),tensor(152940.2812)
82,500.0,tensor(41.6749),tensor(210061.9219)
4,495.2812,tensor(85.0319),tensor(168304.4688)
2,467.5896,tensor(48.0502),tensor(176013.2812)
332,473.5273,tensor(88.9338),tensor(147912.1406)
56,473.2883,tensor(99.9659),tensor(139369.6250)
106,500.0,tensor(185.2020),tensor(99097.7656)
146,500.0,tensor(193.7136),tensor(93811.3438)
245,500.0,tensor(171.3660),tensor(108000.2891)
257,500.0,tensor(174.0965),tensor(106213.0938)
218,500.0,tensor(212.2959),tensor(82773.6875)
226,500.0,tensor(120.8098),tensor(143785.2500)
28,500.0,tensor(47.9313),tensor(204366.1094)
143,500.0,tensor(223.8645),tensor(76250.8438)
13,500.0,tensor(85.7450),tensor(171607.2344)
241,500.0,tensor(178.2130),tensor(103546.9062)
259,500.0,tensor(179.9421),tensor(102437.0312)
129,500.0,tensor(205.7178),tensor(86602.0312)
43,500.0,tensor(110.3733),tensor(151808.9219)
234,500.0,tensor(64.9555),tensor(189263.7188)
241,500.0,tensor(175.0648),tensor(105582.9141)
152,500.0,tensor(178.0412),tensor(103657.4688)
34,500.0,tensor(102.6751),tensor(157867.1094)
33,500.0,tensor(103.5399),tensor(157180.6406)
365,495.4099,tensor(7.9818),tensor(237586.1875)
108,492.074,tensor(180.7469),tensor(96924.5938)
270,456.4527,tensor(47.8029),tensor(166994.6406)
155,491.0628,tensor(184.2124),tensor(94157.1484)
9,500.0,tensor(34.4421),tensor(216744.1562)
58,500.0,tensor(0.6331),tensor(249367.2812)
294,500.0,tensor(59.6064),tensor(193946.4844)
130,471.4499,tensor(195.7152),tensor(76029.6484)
269,500.0,tensor(11.6358),tensor(238499.5938)
302,486.8977,tensor(71.7283),tensor(172365.6562)
124,497.7384,tensor(200.4370),tensor(88388.1172)
84,500.0,tensor(73.8440),tensor(181608.9688)
227,500.0,tensor(189.3794),tensor(96485.1641)
135,500.0,tensor(217.8869),tensor(79587.8203)
249,481.8806,tensor(58.0611),tensor(179623.0156)
26,462.1253,tensor(26.8993),tensor(189421.6562)
163,449.3221,tensor(160.4315),tensor(83457.7578)
135,424.3554,tensor(216.7884),tensor(43084.0664)
156,430.1175,tensor(182.4756),tensor(61326.5000)
123,421.054,tensor(124.9666),tensor(87667.7500)
269,445.2657,tensor(142.1145),tensor(91900.6797)
22,443.0647,tensor(22.7175),tensor(176691.7344)
274,458.3647,tensor(51.4907),tensor(165546.4219)
98,439.7411,tensor(181.6969),tensor(66586.7734)
238,426.6881,tensor(192.2253),tensor(54972.8320)
103,438.5738,tensor(166.6443),tensor(73945.6250)
189,459.2225,tensor(211.2637),tensor(61483.5820)
85,500.0,tensor(116.0321),tensor(147431.3281)
87,500.0,tensor(111.7969),tensor(150701.6719)
229,498.7373,tensor(135.2918),tensor(132092.6250)
177,465.07,tensor(192.9814),tensor(74032.1875)
221,489.5175,tensor(222.3002),tensor(71405.0469)
68,472.5194,tensor(154.6722),tensor(101026.8438)
81,468.1368,tensor(102.0313),tensor(134033.2344)
61,489.1016,tensor(163.1444),tensor(106248.0625)
330,452.4511,tensor(49.4129),tensor(162439.7969)
51,430.2785,tensor(110.0493),tensor(102546.7344)
177,423.66,tensor(287.4551),tensor(18551.7734)
160,433.1288,tensor(225.0938),tensor(43278.5898)
135,410.7946,tensor(113.0680),tensor(88641.1406)
186,426.6419,tensor(184.8430),tensor(58466.7188)
250,428.2635,tensor(138.1278),tensor(84178.6953)
234,444.8267,tensor(206.1844),tensor(56950.1328)
237,438.3817,tensor(173.3721),tensor(70230.0781)
211,462.0724,tensor(222.1148),tensor(57579.6562)
262,476.7179,tensor(156.8670),tensor(102304.5703)
302,500.0,tensor(124.7050),tensor(140846.3750)
202,500.0,tensor(209.6218),tensor(84319.4844)
79,500.0,tensor(104.1422),tensor(156703.4375)
289,500.0,tensor(139.8837),tensor(129683.7734)
146,500.0,tensor(139.2461),tensor(130143.3828)
335,500.0,tensor(6.6732),tensor(243371.3125)
365,487.5996,tensor(39.5763),tensor(200724.9219)
104,468.4374,tensor(170.5393),tensor(88743.2578)
360,455.7415,tensor(49.3812),tensor(165128.6562)
116,454.8679,tensor(142.4240),tensor(97621.1562)
313,445.4964,tensor(83.2439),tensor(131226.8750)
240,426.3432,tensor(80.2878),tensor(119754.3359)
324,445.9763,tensor(92.9682),tensor(124614.6875)
215,452.3579,tensor(195.8552),tensor(65793.6250)
306,473.9512,tensor(104.1203),tensor(136774.8750)
40,500.0,tensor(39.6614),tensor(211911.5938)
10,454.5405,tensor(17.0051),tensor(191437.2500)
111,464.8372,tensor(62.6888),tensor(161723.3594)
199,445.9749,tensor(192.8288),tensor(64082.9727)
289,448.1127,tensor(122.5456),tensor(105993.9219)
345,471.0491,tensor(14.5054),tensor(208432.1719)
153,496.5361,tensor(144.7492),tensor(123754.0391)
229,500.0,tensor(202.0602),tensor(88768.1562)
21,500.0,tensor(88.5521),tensor(169289.4062)
175,472.9856,tensor(228.1280),tensor(59955.2305)
263,464.9025,tensor(142.4342),tensor(103985.7812)
355,484.862,tensor(36.7989),tensor(200760.5469)
312,500.0,tensor(42.1139),tensor(209659.6562)
350,500.0,tensor(28.2610),tensor(222537.7031)
245,500.0,tensor(71.5921),tensor(183533.2812)
290,500.0,tensor(119.6738),tensor(144648.0156)
96,500.0,tensor(90.9084),tensor(167355.9219)
88,500.0,tensor(175.6998),tensor(105170.6172)
266,500.0,tensor(199.9482),tensor(90031.0781)
325,500.0,tensor(24.4929),tensor(226106.9531)
121,500.0,tensor(78.2803),tensor(177847.4688)
299,500.0,tensor(22.4412),tensor(228062.4219)
100,500.0,tensor(174.3351),tensor(106057.6016)
192,500.0,tensor(226.3997),tensor(74857.1484)
312,497.2995,tensor(88.6831),tensor(166967.3594)
65,495.1591,tensor(48.5408),tensor(199467.8906)
101,500.0,tensor(35.8899),tensor(215398.1875)
89,500.0,tensor(20.6860),tensor(229741.8750)
86,500.0,tensor(0.),tensor(250000.)
5,500.0,tensor(12.3144),tensor(237837.2812)
136,500.0,tensor(207.9197),tensor(85310.9141)
184,500.0,tensor(193.0580),tensor(94213.3828)
233,500.0,tensor(150.0585),tensor(122459.0703)
50,500.0,tensor(134.5231),tensor(133573.3906)
41,500.0,tensor(45.8180),tensor(206281.2656)
79,500.0,tensor(167.3476),tensor(110657.5781)
290,500.0,tensor(122.9781),tensor(142145.5469)
291,500.0,tensor(27.8428),tensor(222932.3906)
156,500.0,tensor(247.5578),tensor(63727.0781)
174,500.0,tensor(221.9238),tensor(77326.3594)
148,500.0,tensor(162.1183),tensor(114164.0312)
171,500.0,tensor(157.5316),tensor(117284.5938)
131,500.0,tensor(171.4632),tensor(107936.3906)
119,500.0,tensor(48.5892),tensor(203771.7031)
306,500.0,tensor(45.6356),tensor(206446.9844)
200,500.0,tensor(206.8264),tensor(85950.7500)
77,500.0,tensor(168.2895),tensor(110031.8594)
326,500.0,tensor(85.8614),tensor(171510.7656)
248,500.0,tensor(106.5451),tensor(154806.7344)
289,500.0,tensor(142.2068),tensor(128015.9609)
157,500.0,tensor(197.9261),tensor(91248.6641)
54,500.0,tensor(18.7305),tensor(231620.3281)
132,500.0,tensor(60.2886),tensor(193346.0781)
353,500.0,tensor(51.4457),tensor(201200.9844)
310,500.0,tensor(95.9262),tensor(163275.6250)
244,500.0,tensor(108.4660),tensor(153298.8750)
106,500.0,tensor(167.5888),tensor(110497.2422)
208,500.0,tensor(197.2400),tensor(91663.6250)
209,500.0,tensor(88.8182),tensor(169070.4375)
11,500.0,tensor(61.8790),tensor(191950.0156)
196,500.0,tensor(245.4337),tensor(64803.9766)
302,500.0,tensor(118.2029),tensor(145769.0469)
139,500.0,tensor(89.1629),tensor(168787.0625)
198,500.0,tensor(265.0345),tensor(55208.8086)
111,500.0,tensor(130.8155),tensor(136297.2031)
176,500.0,tensor(217.3573),tensor(79886.8594)
206,500.0,tensor(193.4735),tensor(93958.4922)
145,500.0,tensor(192.8860),tensor(94319.0156)
365,500.0,tensor(3.1392),tensor(246870.6875)
348,500.0,tensor(17.5058),tensor(232800.6562)
231,471.9348,tensor(165.5269),tensor(93885.7812)
96,464.805,tensor(61.1059),tensor(162972.9531)
97,475.7556,tensor(203.0457),tensor(74370.6719)
336,496.6746,tensor(49.9979),tensor(199520.0781)
249,500.0,tensor(179.3693),tensor(102804.0312)
280,500.0,tensor(166.1310),tensor(111468.5234)
316,500.0,tensor(30.3846),tensor(220538.6719)
318,500.0,tensor(48.7866),tensor(203593.5625)
197,500.0,tensor(217.9876),tensor(79530.9844)
353,500.0,tensor(50.8502),tensor(201735.5781)
136,500.0,tensor(210.3313),tensor(83907.9531)
260,500.0,tensor(154.0219),tensor(119700.8203)
252,500.0,tensor(20.7293),tensor(229700.4531)
318,500.0,tensor(105.0389),tensor(155994.2812)
247,500.0,tensor(163.3431),tensor(113337.8828)
122,493.3636,tensor(23.2613),tensor(220996.2031)
57,494.5946,tensor(85.0141),tensor(167756.2188)
175,486.7745,tensor(19.1739),tensor(218650.3438)
187,484.5609,tensor(216.9770),tensor(71601.1250)
361,460.2243,tensor(89.1104),tensor(137725.5156)
349,454.355,tensor(86.3560),tensor(135423.2969)
267,476.6397,tensor(175.4319),tensor(90726.1562)
140,500.0,tensor(220.3901),tensor(78181.6953)
204,500.0,tensor(160.6524),tensor(115156.7891)
134,500.0,tensor(220.9344),tensor(77877.6328)
99,500.0,tensor(198.2962),tensor(91025.2188)
45,500.0,tensor(35.7190),tensor(215556.8594)
281,500.0,tensor(149.7427),tensor(122680.1719)
29,500.0,tensor(102.1990),tensor(158245.6562)
176,500.0,tensor(192.0867),tensor(94810.6016)
174,500.0,tensor(97.1377),tensor(162298.0156)
54,500.0,tensor(95.3152),tensor(163769.7812)
247,500.0,tensor(176.4727),tensor(104669.8828)
172,500.0,tensor(143.1541),tensor(127338.9609)
170,487.5901,tensor(94.2641),tensor(154705.3750)
53,487.8538,tensor(90.3637),tensor(157998.3438)
186,500.0,tensor(190.2546),tensor(95942.1875)
132,487.4326,tensor(67.1950),tensor(176599.6562)
36,500.0,tensor(79.9839),tensor(176413.5625)
229,467.0897,tensor(117.9381),tensor(121906.8516)
244,455.8615,tensor(183.3924),tensor(74239.4375)
309,476.5185,tensor(41.6738),tensor(189089.8906)
188,441.8075,tensor(112.3649),tensor(108532.4062)
347,440.1169,tensor(27.5427),tensor(170217.4844)
333,464.4578,tensor(93.1756),tensor(137850.4531)
17,462.8594,tensor(25.7542),tensor(191060.9219)
188,496.0769,tensor(217.1363),tensor(77807.8672)
204,500.0,tensor(146.8713),tensor(124699.8516)
63,500.0,tensor(190.1404),tensor(96013.)
314,500.0,tensor(104.4576),tensor(156453.7500)
239,477.8616,tensor(132.1717),tensor(119501.4922)
365,494.9047,tensor(76.2559),tensor(175266.8438)
286,500.0,tensor(28.5646),tensor(222251.3281)
245,500.0,tensor(126.9661),tensor(139154.3125)
193,479.4974,tensor(221.9695),tensor(66320.6172)
230,455.4474,tensor(166.6461),tensor(83406.2109)
170,490.9951,tensor(236.9588),tensor(64534.4492)
191,490.0281,tensor(198.9303),tensor(84737.9141)
205,454.141,tensor(215.7308),tensor(56839.4336)
78,455.3334,tensor(136.4515),tensor(101685.6641)
217,477.4623,tensor(196.0581),tensor(79188.3438)
238,479.0907,tensor(126.9531),tensor(124000.9141)
89,479.6887,tensor(101.2190),tensor(143239.3125)
69,460.2542,tensor(126.9857),tensor(111067.9062)
18,432.1251,tensor(88.3795),tensor(118161.0391)
364,455.0331,tensor(106.2373),tensor(121658.4922)
36,461.4323,tensor(56.2689),tensor(164157.3750)
261,473.4102,tensor(174.3732),tensor(89423.1406)
230,468.0711,tensor(141.7099),tensor(106511.6172)
173,464.4251,tensor(216.6254),tensor(61404.6758)
65,452.7362,tensor(30.5098),tensor(178275.1406)
264,457.7368,tensor(106.3382),tensor(123480.9688)
68,443.6603,tensor(15.1029),tensor(183661.4688)
84,421.0624,tensor(44.0259),tensor(142156.5156)
352,454.328,tensor(81.0345),tensor(139348.)
281,432.232,tensor(143.3427),tensor(83457.0156)
88,437.0204,tensor(185.2946),tensor(63365.8633)
291,438.2907,tensor(129.4786),tensor(95364.8984)
170,422.2586,tensor(67.9402),tensor(125541.5234)
32,443.4159,tensor(0.1015),tensor(196527.6562)
233,461.2374,tensor(206.9357),tensor(64669.3594)
106,477.3428,tensor(181.9884),tensor(87234.2031)
187,500.0,tensor(178.1079),tensor(103614.5000)
41,498.2082,tensor(10.2347),tensor(238118.1406)
200,445.9893,tensor(249.0589),tensor(38781.5859)
250,442.4317,tensor(40.9833),tensor(161160.8125)
154,429.1037,tensor(252.3314),tensor(31248.4492)
346,411.8237,tensor(20.9257),tensor(152801.2812)
74,413.3612,tensor(133.9740),tensor(78057.1797)
253,444.0868,tensor(22.9143),tensor(177386.2656)
303,413.7899,tensor(3.9146),tensor(167997.7656)
339,403.4698,tensor(112.9484),tensor(84402.6797)
234,410.2882,tensor(197.6788),tensor(45202.7773)
144,398.7035,tensor(240.8281),tensor(24924.6504)
360,398.7958,tensor(92.8822),tensor(93583.1484)
309,393.5267,tensor(26.5234),tensor(134691.4219)
91,375.6068,tensor(50.1930),tensor(105894.1328)
278,424.7479,tensor(48.1917),tensor(141794.5312)
366,423.3615,tensor(19.7330),tensor(162916.)
299,361.1224,tensor(91.9171),tensor(72471.5078)
19,350.7337,tensor(71.7969),tensor(77805.7188)
174,371.9998,tensor(125.9144),tensor(60558.0391)
308,410.8695,tensor(43.2001),tensor(135180.7656)
287,382.3334,tensor(20.2901),tensor(131075.3750)
73,359.3841,tensor(22.7754),tensor(113305.4219)
170,304.5908,tensor(226.3179),tensor(6126.6450)
279,297.8028,tensor(20.4263),tensor(76937.7031)
281,349.1536,tensor(145.3403),tensor(41539.8477)
257,368.6714,tensor(128.4506),tensor(57706.0234)
313,389.4802,tensor(28.7726),tensor(130110.)
92,411.3715,tensor(105.6971),tensor(93436.8281)
222,424.786,tensor(202.2593),tensor(49518.1523)
234,438.662,tensor(210.4948),tensor(52060.2812)
305,440.7775,tensor(9.0694),tensor(186371.8906)
97,435.4667,tensor(74.3540),tensor(130402.4062)
264,456.935,tensor(121.6511),tensor(112415.2969)
286,449.5324,tensor(104.0524),tensor(119356.4609)
141,441.984,tensor(219.1665),tensor(49647.6406)
93,408.385,tensor(91.9484),tensor(100132.1484)
178,410.1475,tensor(201.6199),tensor(43483.7695)
209,412.2761,tensor(183.2071),tensor(52472.6133)
226,409.0144,tensor(178.0732),tensor(53333.8477)
74,412.2473,tensor(132.0658),tensor(78501.7188)
352,417.3821,tensor(82.8047),tensor(111942.0703)
20,416.8079,tensor(44.1816),tensor(138850.3281)
225,445.6242,tensor(38.3270),tensor(165891.0469)
201,444.9847,tensor(100.2593),tensor(118835.6016)
82,420.9289,tensor(86.2448),tensor(112013.4531)
150,421.9793,tensor(239.9472),tensor(33135.6797)
126,423.5915,tensor(57.5373),tensor(133995.7031)
150,442.932,tensor(61.2985),tensor(145644.1562)
150,424.683,tensor(392.2549),tensor(1051.5817)
48,444.2001,tensor(0.),tensor(197313.7344)
48,414.235,tensor(53.4963),tensor(130132.3906)
165,388.225,tensor(129.1863),tensor(67101.0781)
65,388.4941,tensor(7.5054),tensor(145152.3750)
288,373.1834,tensor(132.0032),tensor(58167.9141)
33,343.7849,tensor(106.6190),tensor(56247.6914)
58,360.368,tensor(136.7490),tensor(50005.4570)
269,349.9179,tensor(98.2230),tensor(63350.3320)
337,376.5059,tensor(22.9285),tensor(125016.9531)
259,413.7197,tensor(164.1990),tensor(62260.5742)
154,455.2939,tensor(233.3238),tensor(49270.7344)
248,465.8752,tensor(150.8923),tensor(99214.2109)
311,500.0,tensor(12.1585),tensor(237989.3750)
54,477.5274,tensor(85.0458),tensor(154041.8125)
290,473.5995,tensor(104.1747),tensor(136474.6875)
90,480.6201,tensor(56.2194),tensor(180115.9688)
140,476.3789,tensor(159.4062),tensor(100471.7031)
311,452.4039,tensor(39.0280),tensor(170879.6250)
77,467.7939,tensor(169.7376),tensor(88837.5625)
33,472.419,tensor(6.9072),tensor(216701.1875)
193,447.6338,tensor(171.8177),tensor(76074.5234)
137,445.3006,tensor(135.8699),tensor(95747.3516)
64,467.8431,tensor(151.7113),tensor(99939.3359)
86,481.9962,tensor(15.8972),tensor(217248.2812)
83,450.7163,tensor(162.9579),tensor(82804.9062)
3,445.2922,tensor(10.4046),tensor(189127.2500)
319,425.3777,tensor(99.7456),tensor(106036.2344)
17,419.7668,tensor(1.3066),tensor(175108.9219)
6,425.4895,tensor(73.7287),tensor(123735.6875)
123,423.1412,tensor(87.1494),tensor(112890.4609)
65,422.7311,tensor(152.4785),tensor(73036.4453)
171,414.801,tensor(225.8209),tensor(35713.4844)
244,445.5799,tensor(221.4798),tensor(50220.8750)
354,449.9459,tensor(81.2620),tensor(135927.8125)
297,497.1056,tensor(77.4296),tensor(176127.9219)
115,486.7445,tensor(41.5316),tensor(198214.5781)
21,492.1564,tensor(12.6710),tensor(229906.2344)
62,489.3853,tensor(140.1523),tensor(121963.6719)
46,460.0909,tensor(126.4131),tensor(111340.8906)
333,466.7395,tensor(72.2181),tensor(155647.1719)
124,438.0337,tensor(144.3788),tensor(86233.1719)
156,467.4577,tensor(191.0692),tensor(76390.6328)
319,494.6569,tensor(71.9475),tensor(178683.2500)
303,480.0821,tensor(95.4992),tensor(147903.9688)
359,445.6637,tensor(63.5304),tensor(146025.8594)
307,413.361,tensor(46.5163),tensor(134575.0312)
194,385.1372,tensor(196.9043),tensor(35431.6406)
128,337.6328,tensor(75.2388),tensor(68850.6016)
301,366.1668,tensor(44.9246),tensor(103196.5625)
219,325.1539,tensor(78.7342),tensor(60722.6562)
362,335.8223,tensor(53.1867),tensor(79882.8594)
80,330.6943,tensor(181.6561),tensor(22212.3730)
175,265.6013,tensor(189.2844),tensor(5824.2637)
305,294.889,tensor(116.6180),tensor(31780.5430)
85,294.7058,tensor(187.3731),tensor(11520.3086)
258,287.9527,tensor(113.2547),tensor(30519.4004)
12,285.3897,tensor(15.6767),tensor(72745.1406)
162,257.2304,tensor(201.6040),tensor(3094.2986)
339,263.7323,tensor(80.0401),tensor(33742.8242)
109,245.3406,tensor(105.2833),tensor(19616.0508)
207,239.8128,tensor(206.6724),tensor(1098.2859)
30,194.4839,tensor(106.0421),tensor(7821.9458)
234,179.7384,tensor(202.6079),tensor(523.0150)
296,182.0743,tensor(305.4231),tensor(15214.9268)
237,174.8931,tensor(191.1648),tensor(264.7686)
291,180.4952,tensor(158.7410),tensor(473.2437)
191,216.5915,tensor(153.0573),tensor(4036.5959)
274,201.0797,tensor(42.2625),tensor(25222.9180)
235,211.0173,tensor(206.3436),tensor(21.8437)
109,217.0015,tensor(119.6758),tensor(9472.2861)
141,235.9164,tensor(233.3391),tensor(6.6427)
151,276.1272,tensor(151.1167),tensor(15627.6133)
156,222.6821,tensor(199.7606),tensor(525.3942)
249,219.0591,tensor(176.0121),tensor(1853.0414)
189,210.5457,tensor(393.8192),tensor(33589.1680)
181,201.0105,tensor(204.1922),tensor(10.1231)
251,197.2988,tensor(101.8521),tensor(9110.0713)
186,200.726,tensor(218.8226),tensor(327.4854)
226,208.728,tensor(207.4911),tensor(1.5298)
248,243.0985,tensor(182.5049),tensor(3671.5823)
259,185.6332,tensor(163.9927),tensor(468.3120)
34,185.0817,tensor(24.7306),tensor(25712.4727)
310,170.875,tensor(125.2052),tensor(2085.7334)
287,155.0058,tensor(13.9864),tensor(19886.4648)
25,173.7888,tensor(8.9582),tensor(27169.1309)
317,204.2726,tensor(78.6218),tensor(15788.1279)
133,195.267,tensor(202.2198),tensor(48.3413)
72,217.7022,tensor(168.0847),tensor(2461.8940)
