date,action,truth,reward
152,139.9205,4.64750337600708,-18298.783615634802
152,139.9205,11.541754722595215,-16481.102239000782
152,94.6184,16.44887924194336,-6110.473975544247
152,139.9205,20.42325782775879,-14279.590886771264
152,139.9205,21.762502670288086,-13961.31233296821
152,139.9205,26.587841033935547,-12844.29158831827
152,139.0047,26.502504348754883,-12656.74402635104
152,100.776,25.23963165283203,-5705.742943079038
152,139.9205,22.384613037109375,-13814.684724153403
152,139.9205,17.30763816833496,-15033.913886550983
152,107.2205,8.84585952758789,-9677.569888076343
152,0.0,4.988143444061279,-24.88157501853152
152,21.7322,1.492346167564392,-409.6516831583583
152,89.582,0.018082842230796814,-8021.695256643744
152,139.9205,0.0,-19577.74632025
152,139.9205,0.0,-19577.74632025
152,139.9205,0.0,-19577.74632025
153,139.9205,0.0,-19577.74632025
153,116.4252,0.0,-13554.827195040001
153,139.9205,0.0,-19577.74632025
153,132.1194,0.0,-17455.535856360002
153,139.9205,0.0,-19577.74632025
153,73.7646,0.0,-5441.21621316
153,125.4166,0.0,-15729.32355556
153,139.9205,0.207488551735878,-19519.725567942784
153,72.6229,1.8923792839050293,-5002.80656076994
153,139.9205,4.968354225158691,-18212.08164923402
153,94.0745,2.5224077701568604,-8381.785591661705
153,56.9106,3.204151153564453,-2884.3826476947984
153,139.9205,2.7625138759613037,-18812.31315760199
153,139.9205,2.0607221126556396,-19005.31835914792
153,130.2853,4.3109235763549805,-15869.543515326211
153,139.9205,6.405977725982666,-17826.12765805907
153,109.4414,3.6390132904052734,-11194.145033446626
153,131.2192,5.048201084136963,-15919.120967426712
153,137.4449,2.960439443588257,-18086.070131149063
153,81.4223,1.927412509918213,-6319.437137060763
153,121.2804,0.0471939854323864,-14697.490240570593
153,16.8237,0.0,-283.03688169
153,139.9205,0.0,-19577.74632025
153,88.2632,0.0,-7790.3924742399995
154,139.9205,0.0,-19577.74632025
154,139.9205,0.0,-19577.74632025
154,139.9205,0.0,-19577.74632025
154,124.6404,0.0,-15535.22931216
154,139.9205,0.0,-19577.74632025
154,113.3544,0.003659169189631939,-12848.39044689354
154,53.5227,1.0223901271820068,-2756.2825367419105
154,139.9205,4.382986545562744,-18370.41755341176
154,123.7798,10.162012100219727,-12909.001727239456
154,18.5533,12.990732192993164,-30.942160607548843
154,139.9205,20.523759841918945,-14255.581560376326
154,139.9205,23.911191940307617,-13458.159556488608
154,83.6695,25.564537048339844,-3376.186719613799
154,139.9205,25.88751792907715,-13003.520999987413
154,133.0657,24.434066772460938,-11800.831737682567
154,139.9205,21.956682205200195,-13915.462308724727
154,120.7398,18.146183013916016,-10525.4502462873
154,139.9205,11.667781829833984,-16448.75971803603
154,124.8758,5.142787456512451,-14335.994292738946
154,139.9205,1.6745339632034302,-19111.94712544711
154,139.9205,0.08628670871257782,-19553.607206793266
154,139.9205,0.0,-19577.74632025
154,139.9205,0.0,-19577.74632025
154,139.9205,0.0,-19577.74632025
155,139.9205,0.0,-19577.74632025
155,139.9205,0.0,-19577.74632025
155,0.0,0.0,-0.0
155,56.3477,0.0,-3175.0632952900005
155,139.9205,0.0,-19577.74632025
155,139.9205,0.025813328102231026,-19570.52335902845
155,139.9205,1.1843749284744263,-19247.712399861986
155,139.9205,3.8660247325897217,-18510.820240290355
155,139.9205,9.017549514770508,-17135.582445738444
155,139.9205,15.615850448608398,-15451.645900094281
155,108.038,15.608333587646484,-8543.24323309895
155,31.1028,16.936033248901367,-200.69728018003366
155,139.9205,15.87862777709961,-15386.386064562348
155,53.5075,16.67186737060547,-1356.863831207715
155,58.4073,10.066971778869629,-2336.787332526613
155,139.6329,9.104362487792969,-17037.69910507564
155,110.8754,6.7862701416015625,-10834.546954678533
155,9.4676,4.1845383644104,-27.910740245438646
155,139.9205,3.2103464603424072,-18689.666080836756
155,139.9205,1.9892947673797607,-19025.017376923206
155,139.9205,0.07714736461639404,-19556.16327630425
155,135.8715,0.0,-18461.06451225
155,104.242,0.0,-10866.394564
155,139.9205,0.0,-19577.74632025
156,72.6452,0.0,-5277.32508304
156,127.0006,0.0,-16129.15240036
156,34.2812,0.0,-1175.20067344
156,109.5927,0.0,-12010.55989329
156,10.9104,0.0,-119.03682815999998
156,139.9205,0.044469255954027176,-19565.303976709296
156,139.9205,0.22966395318508148,-19513.52967545813
156,139.9205,0.014629345387220383,-19573.652643625242
156,118.5056,2.954148530960083,-13352.137936601888
156,129.3399,9.228063583374023,-14426.853247374318
156,139.9205,20.448518753051758,-14273.554303071154
156,135.114,24.046524047851562,-12335.984214381073
156,66.5594,25.107378005981445,-1718.2701273925977
156,139.9205,24.89402198791504,-13231.090643864665
156,139.9205,23.61367416381836,-13527.27773608789
156,136.282,20.84128189086914,-13326.559397551817
156,70.6604,16.198904037475586,-2966.0545424760626
156,85.9489,10.803618431091309,-5646.813342070567
156,75.4125,3.3399200439453125,-5194.456781521895
156,129.0655,0.7108043432235718,-16474.927897143698
156,139.9205,5.36784284577152e-07,-19577.74617003575
156,139.9205,0.0,-19577.74632025
156,139.9205,0.0,-19577.74632025
156,139.9205,0.0,-19577.74632025
157,107.3162,0.0,-11516.76678244
157,116.0846,0.0,-13475.63435716
157,139.9205,0.0,-19577.74632025
157,134.2535,0.0,-18024.00226225
157,136.8233,0.0,-18720.615422889998
157,128.2213,0.0,-16440.701773690005
157,20.4482,0.7566742897033691,-387.7561847992732
157,139.9205,4.556931495666504,-18323.295678227387
157,139.9205,10.25966739654541,-16811.931511421073
157,133.4398,16.263046264648438,-13730.391615955225
157,139.9205,21.482345581054688,-14027.596422165936
157,106.6174,24.18828582763672,-6794.5588632405015
157,119.3278,25.372533798217773,-8827.592047047761
157,85.5014,25.270734786987305,-3627.7330320020183
157,117.9316,24.290176391601562,-8768.716215407521
157,115.7153,21.62994956970215,-8852.053165591948
157,0.0,16.8082218170166,-282.51632065003287
157,139.9205,10.365650177001953,-16784.459112659577
157,85.1345,4.865873336791992,-6443.052426397468
157,133.8196,1.4753271341323853,-17515.006560395224
157,111.4541,0.04446638002991676,-12412.106463335967
157,118.1056,0.0,-13948.932751359998
157,139.9205,0.0,-19577.74632025
157,80.1174,0.0,-6418.797782760001
158,139.9205,0.0,-19577.74632025
158,92.8495,0.0,-8621.02965025
158,79.755,0.0,-6360.860024999999
158,139.9205,0.0,-19577.74632025
158,139.9205,0.0,-19577.74632025
158,139.9205,0.015347426757216454,-19573.451716542342
158,79.3197,1.0092025995254517,-6132.53400310973
158,139.9205,4.541547775268555,-18327.46070546612
158,139.9205,10.38377857208252,-16779.762198293898
158,139.9205,16.486831665039062,-15235.87047862514
158,113.6131,21.45530891418457,-8493.058457816802
158,139.9205,24.284446716308594,-13371.696819028719
158,139.9205,25.603893280029297,-13068.286571968452
158,139.9205,25.80451011657715,-13022.459147073467
158,139.9205,24.273483276367188,-13374.232477076208
158,139.9205,21.441604614257812,-14037.248651825643
158,109.9843,16.933124542236328,-8658.521254071522
158,75.4446,11.108846664428711,-4139.089157255471
158,139.9205,5.662226676940918,-18025.28395568924
158,139.9205,1.5778989791870117,-19138.67525720385
158,43.6077,0.04510940983891487,-1897.6992989259911
158,139.9205,0.0,-19577.74632025
158,139.9205,0.0,-19577.74632025
158,139.9205,0.0,-19577.74632025
159,139.9205,0.0,-19577.74632025
159,139.9205,0.0,-19577.74632025
159,139.9205,0.0,-19577.74632025
159,90.782,0.0,-8241.371524
159,0.0,0.0,-0.0
159,139.9205,0.0,-19577.74632025
159,139.9205,0.1055651307106018,-19548.21601250364
159,139.9205,2.1849987506866455,-18971.068304399603
159,139.9205,3.5651605129241943,-18592.778606635697
159,139.9205,9.003236770629883,-17139.329811468186
159,139.9205,13.983718872070312,-15860.072840864068
159,118.8906,20.91646957397461,-9598.930232735835
159,123.689,22.786401748657227,-10181.33433387188
159,113.5169,22.0333251953125,-8369.244459044854
159,107.3504,22.003896713256836,-7284.02562327406
159,108.3832,20.07420539855957,-7798.478527517235
159,85.744,15.890901565551758,-4879.455360892715
159,139.9205,10.390569686889648,-16778.002846919226
159,138.1892,3.8539364337921143,-18045.96303740254
159,42.0151,0.2265983521938324,-1746.2788699686985
159,123.0494,0.0,-15141.15484036
159,139.9205,0.0,-19577.74632025
